ticker# bat# cmp# low_52w# high_52w#  mos
ACC# 1736# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A2), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A2), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A2), "high52"))# =ROUND((E2-D2)*100/D2)
AEGISCHEM# 242# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A3), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A3), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A3), "high52"))# =ROUND((E3-D3)*100/D3)
AIAENG# 1770# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A4), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A4), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A4), "high52"))# =ROUND((E4-D4)*100/D4)
ALKEM# 2147# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A5), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A5), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A5), "high52"))# =ROUND((E5-D5)*100/D5)
AMARAJABAT# 696# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A6), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A6), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A6), "high52"))# =ROUND((E6-D6)*100/D6)
APLLTD# 542# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A7), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A7), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A7), "high52"))# =ROUND((E7-D7)*100/D7)
ASHOKLEY# 88# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A8), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A8), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A8), "high52"))# =ROUND((E8-D8)*100/D8)
ATUL# 4663# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A9), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A9), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A9), "high52"))# =ROUND((E9-D9)*100/D9)
BAJAJ-AUTO# 3086# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A10), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A10), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A10), "high52"))# =ROUND((E10-D10)*100/D10)
BALKRISIND# 886# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A11), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A11), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A11), "high52"))# =ROUND((E11-D11)*100/D11)
BATAINDIA# 1674# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A12), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A12), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A12), "high52"))# =ROUND((E12-D12)*100/D12)
BEL# 130# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A13), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A13), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A13), "high52"))# =ROUND((E13-D13)*100/D13)
BERGEPAINT# 362# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A14), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A14), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A14), "high52"))# =ROUND((E14-D14)*100/D14)
BLUEDART# 2500# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A15), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A15), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A15), "high52"))# =ROUND((E15-D15)*100/D15)
BLUESTARCO# 873# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A16), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A16), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A16), "high52"))# =ROUND((E16-D16)*100/D16)
BOSCHLTD# 13190# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A17), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A17), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A17), "high52"))# =ROUND((E17-D17)*100/D17)
BRITANNIA# 3446# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A18), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A18), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A18), "high52"))# =ROUND((E18-D18)*100/D18)
CASTROLIND# 154# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A19), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A19), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A19), "high52"))# =ROUND((E19-D19)*100/D19)
COALINDIA# 243# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A20), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A20), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A20), "high52"))# =ROUND((E20-D20)*100/D20)
COLPAL# 1430# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A21), "price"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A21), "low52"))# =ROUND(GOOGLEFINANCE(CONCATENATE("NSE:",A21), "high52"))# =ROUND((E21-D21)*100/D21)
