Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
539607,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,06 Apr 2016,Stock  Split From Rs.10/- to Rs.5/-,09 Apr 2016,-,-,04 Apr 2016,06 Apr 2016,-
532660,VIVIMEDLAB,VIVIMED LABS LTD.,06 Apr 2016,Stock  Split From Rs.10/- to Rs.2/-,08 Apr 2016,-,-,31 Mar 2016,06 Apr 2016,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,07 Apr 2016,Stock  Split From Rs.10/- to Rs.5/-,11 Apr 2016,-,-,04 Apr 2016,08 Apr 2016,-
539196,AEL,Amba Enterprises Ltd,09 May 2016,Stock  Split From Rs.10/- to Rs.5/-,10 May 2016,-,-,03 May 2016,09 May 2016,-
532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,13 May 2016,Stock  Split From Rs.10/- to Rs.2/-,16 May 2016,-,-,09 May 2016,13 May 2016,-
534309,NBCC,NBCC (India) Ltd,02 Jun 2016,Stock  Split From Rs.10/- to Rs.2/-,03 Jun 2016,-,-,27 May 2016,02 Jun 2016,-
539542,LUXIND,Lux Industries Ltd,06 Jun 2016,Stock  Split From Rs.10/- to Rs.2/-,07 Jun 2016,-,-,31 May 2016,06 Jun 2016,-
533244,ICICIGOLD,ICICI Prudential Gold ETF,09 Jun 2016,Stock  Split From Rs.100/- to Rs.10/-,10 Jun 2016,-,-,07 Jun 2016,09 Jun 2016,-
532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,13 Jul 2016,Stock  Split From Rs.10/- to Rs.2/-,14 Jul 2016,-,-,07 Jul 2016,13 Jul 2016,-
512455,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,26 Jul 2016,Stock  Split From Rs.2/- to Rs.1/-,27 Jul 2016,-,-,20 Jul 2016,26 Jul 2016,-
504648,BOMBWIR,BOMBAY WIRE ROPES LTD.,09 Aug 2016,Stock  Split From Rs.10/- to Rs.1/-,10 Aug 2016,-,-,03 Aug 2016,09 Aug 2016,-
539150,PNCINFRA,PNC Infratech Ltd,12 Aug 2016,Stock  Split From Rs.10/- to Rs.2/-,16 Aug 2016,-,-,08 Aug 2016,11 Aug 2016,-
500327,PILITA,Pil Italica Lifestyle Ltd,24 Aug 2016,Stock  Split From Rs.4/- to Rs.1/-,25 Aug 2016,-,-,18 Aug 2016,24 Aug 2016,-
532953,VGUARD,V-GUARD INDUSTRIES LTD.,30 Aug 2016,Stock  Split From Rs.10/- to Rs.1/-,31 Aug 2016,-,-,24 Aug 2016,30 Aug 2016,-
530871,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,06 Sep 2016,Stock  Split From Rs.10/- to Rs.5/-,07 Sep 2016,-,-,30 Aug 2016,06 Sep 2016,-
500034,BAJFINANCE,Bajaj Finance Limited,08 Sep 2016,Stock  Split From Rs.10/- to Rs.2/-,10 Sep 2016,-,-,02 Sep 2016,08 Sep 2016,-
539594,MISHTANN ,Mishtann Foods Ltd,08 Sep 2016,Stock  Split From Rs.10/- to Rs.1/-,09 Sep 2016,-,-,01 Sep 2016,08 Sep 2016,-
532539,MINDAIND,MINDA INDUSTRIES LTD.-$,12 Sep 2016,Stock  Split From Rs.10/- to Rs.2/-,14 Sep 2016,-,-,06 Sep 2016,12 Sep 2016,-
500251,TRENT,TRENT LTD.,12 Sep 2016,Stock  Split From Rs.10/- to Rs.1/-,14 Sep 2016,-,-,06 Sep 2016,12 Sep 2016,-
513691,JMTAUTOLTD,JMT AUTO LTD.,21 Sep 2016,Stock  Split From Rs.2/- to Rs.1/-,22 Sep 2016,-,-,15 Sep 2016,21 Sep 2016,-
502448,ROLLT,ROLLATAINERS LTD.,22 Sep 2016,Stock  Split From Rs.2/- to Rs.1/-,23 Sep 2016,-,-,16 Sep 2016,22 Sep 2016,-
530801,DIAMOND,DIAMOND INFOSYSTEMS LTD.,04 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,05 Oct 2016,-,-,28 Sep 2016,04 Oct 2016,-
500233,KAJARIACER,KAJARIA CERAMICS LTD.,04 Oct 2016,Stock  Split From Rs.2/- to Rs.1/-,05 Oct 2016,-,-,28 Sep 2016,04 Oct 2016,-
500300,GRASIM,GRASIM INDUSTRIES LTD.,06 Oct 2016,Stock  Split From Rs.10/- to Rs.2/-,08 Oct 2016,-,-,03 Oct 2016,06 Oct 2016,-
512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,10 Oct 2016,Stock  Split From Rs.10/- to Rs.5/-,13 Oct 2016,-,-,04 Oct 2016,10 Oct 2016,-
538963,PACT,Pact Industries Ltd,10 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,13 Oct 2016,-,-,04 Oct 2016,10 Oct 2016,-
533275,GAL,GYSCOAL ALLOYS LTD.,13 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,14 Oct 2016,-,-,05 Oct 2016,13 Oct 2016,-
539217,SRESTHA,Srestha Finvest Ltd,13 Oct 2016,Stock  Split From Rs.10/- to Rs.2/-,14 Oct 2016,-,-,05 Oct 2016,13 Oct 2016,-
539911,SNIM,Svarnim Trade Udyog Ltd,14 Oct 2016,Stock  Split From Rs.5/- to Rs.1/-,17 Oct 2016,-,-,06 Oct 2016,14 Oct 2016,-
524742,CAPPL,CAPLIN POINT LABORATORIES LTD.,19 Oct 2016,Stock  Split From Rs.10/- to Rs.2/-,20 Oct 2016,-,-,13 Oct 2016,19 Oct 2016,-
531727,MENNPIS,MENON PISTONS LTD.,20 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,21 Oct 2016,-,-,14 Oct 2016,20 Oct 2016,-
539410,WELCON,Welcon International Ltd,20 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,22 Oct 2016,-,-,17 Oct 2016,20 Oct 2016,-
537838,NEGOTIUM,Negotium International Trade Ltd,25 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,26 Oct 2016,-,-,19 Oct 2016,25 Oct 2016,-
537820,VFL,Viji Finance Ltd,25 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,26 Oct 2016,-,-,19 Oct 2016,25 Oct 2016,-
536128,VKJINFRA,VKJ Infradevelopers Ltd,25 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,26 Oct 2016,-,-,19 Oct 2016,25 Oct 2016,-
530803,BHAGIL,Bhageria Industries Ltd,26 Oct 2016,Stock  Split From Rs.10/- to Rs.5/-,27 Oct 2016,-,-,20 Oct 2016,26 Oct 2016,-
538180,GOLDLINE,Gold Line International Finvest Ltd,28 Oct 2016,Stock  Split From Rs.10/- to Rs.1/-,01 Nov 2016,-,-,25 Oct 2016,30 Oct 2016,-
512175,VAMA,VAMA INDUSTRIES LTD.,02 Nov 2016,Stock  Split From Rs.10/- to Rs.2/-,03 Nov 2016,-,-,27 Oct 2016,02 Nov 2016,-
531129,INANI,INANI MARBLES & INDUSTRIES LTD.,10 Nov 2016,Stock  Split From Rs.10/- to Rs.2/-,11 Nov 2016,-,-,04 Nov 2016,10 Nov 2016,-
521016,ICIL,INDO COUNT INDUSTRIES LTD.,11 Nov 2016,Stock  Split From Rs.10/- to Rs.2/-,15 Nov 2016,-,-,07 Nov 2016,11 Nov 2016,-
590003,KARURVYSYA,KARUR VYSYA BANK LTD.,17 Nov 2016,Stock  Split From Rs.10/- to Rs.2/-,18 Nov 2016,-,-,10 Nov 2016,17 Nov 2016,-
531595,CGCL,Capri Global Capital Limited,23 Nov 2016,Stock  Split From Rs.10/- to Rs.2/-,24 Nov 2016,-,-,17 Nov 2016,23 Nov 2016,-
532889,KPRMILL,K.P.R. Mill Limited,29 Nov 2016,Stock  Split From Rs.10/- to Rs.5/-,30 Nov 2016,-,-,23 Nov 2016,29 Nov 2016,-
537800,MANGIND,Mangalam Industrial Finance Ltd,29 Nov 2016,Stock  Split From Rs.10/- to Rs.1/-,30 Nov 2016,-,-,23 Nov 2016,29 Nov 2016,-
532711,SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,01 Dec 2016,Stock  Split From Rs.10/- to Rs.1/-,03 Dec 2016,-,-,28 Nov 2016,01 Dec 2016,-
536592,SKFL,Satkar Finlease Ltd,08 Dec 2016,Stock  Split From Rs.10/- to Rs.1/-,12 Dec 2016,-,-,05 Dec 2016,08 Dec 2016,-
532942,KNRCON,KNR CONSTRUCTIONS LTD.,13 Dec 2016,Stock  Split From Rs.10/- to Rs.2/-,14 Dec 2016,-,-,06 Dec 2016,13 Dec 2016,-
531082,ALANKIT,Alankit Ltd,15 Dec 2016,Stock  Split From Rs.2/- to Rs.1/-,16 Dec 2016,-,-,08 Dec 2016,15 Dec 2016,-
512463,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,21 Dec 2016,Stock  Split From Rs.5/- to Rs.1/-,22 Dec 2016,-,-,15 Dec 2016,21 Dec 2016,-
532457,GULPOLY,GULSHAN POLYOLS LTD.,27 Dec 2016,Stock  Split From Rs.5/- to Rs.1/-,28 Dec 2016,-,-,21 Dec 2016,27 Dec 2016,-
500228,JSWSTEEL,JSW STEEL LTD.,04 Jan 2017,Stock  Split From Rs.10/- to Rs.1/-,05 Jan 2017,-,-,29 Dec 2016,04 Jan 2017,-
530759,STERTOOLS,STERLING TOOLS LTD.-$,09 Jan 2017,Stock  Split From Rs.10/- to Rs.2/-,10 Jan 2017,-,-,03 Jan 2017,09 Jan 2017,-
511736,USHDI,USHDEV INTERNATIONAL LTD.,30 Jan 2017,Stock  Split From Rs.10/- to Rs.1/-,31 Jan 2017,-,-,23 Jan 2017,30 Jan 2017,-
530201,KALLAM,Kallam Textiles Ltd-$,02 Feb 2017,Stock  Split From Rs.10/- to Rs.2/-,03 Feb 2017,-,-,27 Jan 2017,02 Feb 2017,-
539788,KDML,Khemani Distributors & Marketing Ltd,02 Feb 2017,Stock  Split From Rs.10/- to Rs.5/-,03 Feb 2017,-,-,27 Jan 2017,02 Feb 2017,-
532783,DAAWAT,LT FOODS LTD.,07 Feb 2017,Stock  Split From Rs.10/- to Rs.1/-,08 Feb 2017,-,-,01 Feb 2017,07 Feb 2017,-
532767,GAYAPROJ,GAYATRI PROJECTS LTD.,10 Feb 2017,Stock  Split From Rs.10/- to Rs.2/-,13 Feb 2017,-,-,06 Feb 2017,10 Feb 2017,-
532456,COMPUAGE,COMPUAGE INFOCOM LTD.,16 Feb 2017,Stock  Split From Rs.10/- to Rs.2/-,17 Feb 2017,-,-,10 Feb 2017,16 Feb 2017,-
538608, DWITIYA,Dwitiya Trading Ltd,17 Feb 2017,Stock  Split From Rs.10/- to Rs.2/-,20 Feb 2017,-,-,13 Feb 2017,16 Feb 2017,-
524764,NUTRA,Nutraplus India Limited,27 Feb 2017,Stock  Split From Rs.10/- to Rs.5/-,28 Feb 2017,-,-,17 Feb 2017,27 Feb 2017,-
537524,VIAANINDUS,Viaan Industries Ltd,09 Mar 2017,Stock  Split From Rs.10/- to Rs.1/-,10 Mar 2017,-,-,03 Mar 2017,09 Mar 2017,-
500049,BEL,BHARAT ELECTRONICS LTD.,16 Mar 2017,Stock  Split From Rs.10/- to Rs.1/-,17 Mar 2017,-,-,09 Mar 2017,16 Mar 2017,-
