comp_name, ticker, isin, plan_units_1k, rank, captype, mcap
Avenue supermarts, DMART, INE192R01011, 1, 31, Large Cap, 87494
Bajaj auto, BAJAJ-AUTO, INE917I01010, 1, 32, Large Cap, 83342
Mahindra mahindra, M&M, INE101A01026, 1, 33, Large Cap, 82795
Bharat petroleum corporation l, BPCL, INE029A01011, 1, 34, Large Cap, 79498
Hdfc life insurance company li, HDFCLIFE, INE795G01014, 1, 35, Large Cap, 79407
Adani ports special econom, ADANIPORTS, INE742F01042, 1, 36, Large Cap, 78098
Gail, GAIL, INE129A01019, 1, 37, Large Cap, 76099
Tech mahindra, TECHM, INE669C01036, 1, 38, Large Cap, 75279
Dabur, DABUR, INE016A01026, 1, 39, Large Cap, 72898
Britannia industries, BRITANNIA, INE216A01030, 1, 40, Large Cap, 71867
Godrej consumer products, GODREJCP, INE102D01028, 1, 41, Large Cap, 71031
Jsw steel, JSWSTEEL, INE019A01038, 1, 42, Large Cap, 68162
Vedanta, VEDL, INE205A01025, 1, 43, Large Cap, 64741
Shree cement, SHREECEM, INE070A01015, 1, 44, Large Cap, 63840
Sbi life insurance company, SBILIFE, INE123W01016, 1, 45, Large Cap, 62815
Bandhan bank, BANDHANBNK, INE545U01014, 1, 46, Large Cap, 61887
Pidilite industries, PIDILITIND, INE318A01026, 1, 47, Large Cap, 60189
Tata motors, TATAMOTORS, INE155A01022, 1, 48, Large Cap, 57049
Tata steel, TATASTEEL, INE081A01012, 1, 49, Large Cap, 56791
Eicher motors, EICHERMOT, INE066A01013, 1, 50, Large Cap, 55972
Grasim industries, GRASIM, INE047A01021, 1, 51, Large Cap, 54621
Bosch, BOSCHLTD, INE323A01026, 1, 52, Large Cap, 54100
Hero motocorp, HEROMOTOCO, INE158A01026, 1, 53, Large Cap, 54044
Bharti infratel, INFRATEL, INE121J01017, 1, 54, Large Cap, 53783
Interglobe aviation, INDIGO, INE646L01027, 1, 55, Large Cap, 52610
Icici prudential life insurance company, ICICIPRULI, INE726G01019, 1, 56, Large Cap, 49413
Marico, MARICO, INE196A01026, 1, 57, Large Cap, 46444
Havells, HAVELLS, INE176B01034, 1, 58, Large Cap, 46112
Icici lombard general insurance company, ICICIGI, INE765G01017, 1, 59, Large Cap, 45798
Upl, UPL, INE628A01036, 1, 60, Large Cap, 45601
Hindalco industries, HINDALCO, INE038A01020, 1, 61, Large Cap, 45397
Motherson sumi systems, MOTHERSUMI, INE775A01035, 1, 63, Large Cap, 44775
Drreddys laboratories, DRREDDY, INE089A01023, 1, 64, Large Cap, 44660
Cipla, CIPLA, INE059A01026, 1, 65, Large Cap, 43524
Ambuja cements, AMBUJACEM, INE079A01024, 1, 66, Large Cap, 43501
Piramal enterprises, PEL, INE140A01024, 1, 67, Large Cap, 43276
Aurobindo pharma, AUROPHARMA, INE406A01037, 1, 69, Large Cap, 42921
General insurance corporation, GICRE, INE481Y01014, 1, 70, Large Cap, 41711
United spirits, MCDOWELL-N, INE854D01024, 1, 71, Large Cap, 40316
Hindustan petroleum corporatio, HINDPETRO, INE094A01015, 1, 72, Large Cap, 40308
Siemens, SIEMENS, INE003A01024, 1, 73, Large Cap, 39595
Zee entertainment enterprises, ZEEL, INE256A01028, 1, 74, Large Cap, 38856
United breweries, UBL, INE686F01025, 1, 75, Large Cap, 36577
Bajaj holdings investment lt, BAJAJHLDNG, INE118A01012, 1, 76, Large Cap, 36110
Lupin, LUPIN, INE326A01037, 1, 77, Large Cap, 35978
Biocon, BIOCON, INE376G01013, 1, 78, Large Cap, 35643
Bankbaroda, BANKBARODA, INE028A01039, 1, 79, Large Cap, 35432
Dlf, DLF, INE271C01023, 1, 80, Large Cap, 35019
Vodafone idea, IDEA, INE669E01016, 1, 81, Large Cap, 34836
Petronet lng, PETRONET, INE347G01014, 1, 82, Large Cap, 34831
Procter gamble hygiene hea, PGHH, INE179A01014, 1, 83, Large Cap, 33817
Colgate palmolive, COLPAL, INE259A01022, 1, 85, Large Cap, 33405
Hdfc asset management company, HDFCAMC, INE127D01025, 1, 86, Large Cap, 33352
Cadila healthcare, CADILAHC, INE010B01027, 1, 88, Large Cap, 31495
Nmdc, NMDC, INE584A01023, 1, 89, Large Cap, 31485
Container corporation, CONCOR, INE111A01025, 1, 90, Large Cap, 31389
Indiabulls housing finance, IBULHSGFIN, INE148I01020, 1, 91, Large Cap, 31172
Glaxosmithkline consumer healt, GSKCONS, INE264A01014, 1, 92, Large Cap, 30781
Berger paints, BERGEPAINT, INE463A01038, 1, 93, Large Cap, 30580
Power finance corporation, PFC, INE134E01011, 1, 94, Large Cap, 30231
Larsen toubro infotech, LTI, INE214T01019, 1, 96, Large Cap, 29945
Abb, ABB, INE117A01022, 1, 98, Large Cap, 29154
The new assurance company, NIACL, INE470Y01017, 1, 99, Large Cap, 29004
Acc, ACC, INE012A01025, 1, 100, Large Cap, 28919
Rec, RECLTD, INE020B01018, 1, 101, Mid Cap, 27454
L&t finance holdings, L&TFH, INE498L01015, 1, 103, Mid Cap, 26670
Ashok leyland, ASHOKLEY, INE208A01029, 1, 104, Mid Cap, 25970
Shriram transport finance col, SRTRANSFIN, INE721A01013, 1, 105, Mid Cap, 25642
Mahindra mahindra financial, M&MFIN, INE774D01024, 1, 106, Mid Cap, 25559
3m, 3MINDIA, INE470A01017, 1, 107, Mid Cap, 25480
Lic housing finance, LICHSGFIN, INE115A01026, 1, 108, Mid Cap, 25357
Page industries, PAGEIND, INE761H01022, 1, 109, Mid Cap, 25164
Nhpc, NHPC, INE848E01016, 1, 110, Mid Cap, 24803
Mrf, MRF, INE883A01011, 1, 111, Mid Cap, 24588
Kansai nerolac paints, KANSAINER, INE531A01024, 1, 112, Mid Cap, 24140
Bharat heavy electricals, BHEL, INE257A01026, 1, 113, Mid Cap, 24098
Adani transmission, ADANITRANS, INE931S01010, 1, 114, Mid Cap, 23872
Hindustan aeronautics, HAL, INE066F01012, 1, 115, Mid Cap, 23346
Tvs motor company, TVSMOTOR, INE494B01023, 1, 116, Mid Cap, 23264
Muthoot finance, MUTHOOTFIN, INE414G01012, 1, 117, Mid Cap, 23054
Info edge, NAUKRI, INE663F01024, 1, 118, Mid Cap, 22744
Bharat electronics, BEL, INE263A01024, 1, 119, Mid Cap, 22663
Glaxosmithkline pharmaceutical, GLAXO, INE159A01016, 1, 122, Mid Cap, 22457
Gillette, GILLETTE, INE322A01010, 1, 123, Mid Cap, 22338
Future retail, FRETAIL, INE752P01024, 1, 125, Mid Cap, 22211
Indraprastha gas, IGL, INE203G01027, 1, 129, Mid Cap, 21127
Cummins, CUMMINSIND, INE298A01020, 1, 130, Mid Cap, 20934
Cholamandalam investment f, CHOLAFIN, INE121A01024, 1, 131, Mid Cap, 20838
Honeywell automation, HONAUT, INE671A01010, 1, 133, Mid Cap, 20407
Oil, OIL, INE274J01014, 1, 135, Mid Cap, 20065
Voltas, VOLTAS, INE226A01021, 1, 137, Mid Cap, 19204
Exide industries, EXIDEIND, INE302A01020, 1, 138, Mid Cap, 18783
Tata power co, TATAPOWER, INE245A01021, 1, 139, Mid Cap, 18775
Rajesh exports, RAJESHEXPO, INE343B01030, 1, 141, Mid Cap, 18713
Godrej properties, GODREJPROP, INE484J01027, 1, 143, Mid Cap, 18557
Whirlpool, WHIRLPOOL, INE716A01013, 1, 144, Mid Cap, 18491
Indian hotels co, INDHOTEL, INE053A01029, 1, 149, Mid Cap, 17403
Emami, EMAMILTD, INE548C01032, 1, 150, Mid Cap, 17383
Jubilant foodworks, JUBLFOOD, INE797F01012, 1, 152, Mid Cap, 17258
Apollo hospitals enterprise lt, APOLLOHOSP, INE437A01024, 1, 153, Mid Cap, 17239
Glenmark pharmaceuticals, GLENMARK, INE935A01035, 1, 154, Mid Cap, 17093
L&t technology services limite, LTTS, INE010V01017, 1, 155, Mid Cap, 16984
Godrej industries, GODREJIND, INE233A01035, 1, 156, Mid Cap, 16915
Bata, BATAINDIA, INE176A01028, 1, 157, Mid Cap, 16881
Endurance technologies, ENDURANCE, INE913H01037, 1, 160, Mid Cap, 16671
Balkrishna industries, BALKRISIND, INE787D01026, 1, 161, Mid Cap, 16648
Aditya birla fashion retai, ABFRL, INE647O01011, 1, 162, Mid Cap, 16456
Abbott, ABBOTINDIA, INE358A01014, 1, 163, Mid Cap, 16441
Tata chemicals, TATACHEM, INE092A01019, 1, 166, Mid Cap, 15678
Varun beverages, VBL, INE200M01013, 1, 167, Mid Cap, 15580
Adani enterprises, ADANIENT, INE423A01024, 1, 169, Mid Cap, 15425
Castrol, CASTROLIND, INE172A01027, 1, 172, Mid Cap, 15215
Bayer cropscience, BAYERCROP, INE462A01022, 1, 176, Mid Cap, 14128
Pfizer, PFIZER, INE182A01018, 1, 177, Mid Cap, 14086
Crompton greaves consumer elec, CROMPTON, INE299U01018, 1, 178, Mid Cap, 14076
Piindustries, PIIND, INE603J01030, 1, 181, Mid Cap, 13713
Adani gas, ADANIGAS, INE399L01023, 1, 182, Mid Cap, 13672
Supreme industries, SUPREMEIND, INE195A01028, 1, 183, Mid Cap, 13628
Tata global beverages, TATAGLOBAL, INE192A01025, 1, 184, Mid Cap, 13526
Sanofi, SANOFI, INE058A01010, 1, 185, Mid Cap, 13429
Coromandel international, COROMANDEL, INE169A01031, 1, 187, Mid Cap, 12940
Trent, TRENT, INE849A01020, 1, 189, Mid Cap, 12135
Iifl finance, IIFL, INE530B01024, 1, 192, Mid Cap, 12042
Wabco, WABCOINDIA, INE342J01019, 1, 194, Mid Cap, 11918
Amara raja batteries, AMARAJABAT, INE885A01032, 1, 195, Mid Cap, 11887
Apollo tyres, APOLLOTYRE, INE438A01022, 1, 196, Mid Cap, 11877
Max financial services, MFSL, INE180A01020, 1, 199, Mid Cap, 11389
Crisil, CRISIL, INE007A01025, 1, 203, Mid Cap, 10915
Hatsun agro product, HATSUN, INE473B01035, 1, 208, Mid Cap, 10673
Eih, EIHOTEL, INE230A01023, 1, 209, Mid Cap, 10644
Nbcc, NBCC, INE095N01031, 1, 211, Mid Cap, 10563
National aluminium co, NATIONALUM, INE139A01034, 1, 218, Mid Cap, 10177
Quess corp, QUESS, INE615P01015, 1, 222, Mid Cap, 9960
Fortis healthcare, FORTIS, INE061F01013, 1, 223, Mid Cap, 9932
Skf, SKFINDIA, INE640A01023, 1, 226, Mid Cap, 9862
Manappuram finance, MANAPPURAM, INE522D01027, 1, 227, Mid Cap, 9855
Relaxo footwears, RELAXO, INE131B01039, 1, 228, Mid Cap, 9749
Godrej agrovet, GODREJAGRO, INE850D01014, 1, 233, Mid Cap, 9615
Ttk prestige, TTKPRESTIG, INE690A01010, 1, 235, Mid Cap, 9447
Nlc, NLCINDIA, INE589A01014, 1, 236, Mid Cap, 9391
V guard industries, VGUARD, INE951I01027, 1, 239, Mid Cap, 9169
Kajaria ceramics, KAJARIACER, INE217B01036, 1, 242, Mid Cap, 9094
Cholamandalam financial holdin, CHOLAHLDNG, INE149A01033, 1, 245, Mid Cap, 9027
Prestige estates projects, PRESTIGE, INE811K01011, 1, 246, Mid Cap, 9025
Schaeffler, SCHAEFFLER, INE513A01014, 1, 251, Small Cap, 8800
Mahindra cie automotive limite, MAHINDCIE, INE536H01010, 1, 252, Small Cap, 8788
Future lifestyle fashions, FLFL, INE452O01016, 1, 253, Small Cap, 8695
Dr lal pathlabs, LALPATHLAB, INE600L01024, 1, 255, Small Cap, 8668
Thomas cook, THOMASCOOK, INE332A01027, 1, 257, Small Cap, 8516
Housing &urban development cor, HUDCO, INE031A01017, 1, 259, Small Cap, 8431
Akzo nobel, AKZOINDIA, INE133A01011, 1, 265, Small Cap, 8181
Krbl, KRBL, INE001B01026, 1, 267, Small Cap, 7880
Pvr, PVR, INE191H01014, 1, 269, Small Cap, 7675
Blue dart express, BLUEDART, INE233B01017, 1, 273, Small Cap, 7302
Engineers, ENGINERSIN, INE510A01028, 1, 274, Small Cap, 7300
Icici securities, ISEC, INE763G01038, 1, 275, Small Cap, 7190
Dcm shriram, DCMSHRIRAM, INE499A01024, 1, 278, Small Cap, 7002
Tube investments, TIINDIA, INE974X01010, 1, 279, Small Cap, 6911
Carborundum universal, CARBORUNIV, INE120A01034, 1, 280, Small Cap, 6886
Chambal fertilisers chemical, CHAMBLFERT, INE085A01013, 1, 281, Small Cap, 6866
Aegis logistics, AEGISCHEM, INE208C01025, 1, 282, Small Cap, 6806
Zydus wellness, ZYDUSWELL, INE768C01010, 1, 288, Small Cap, 6720
Blue star, BLUESTARCO, INE472A01039, 1, 290, Small Cap, 6535
Vipindustries, VIPIND, INE054A01027, 1, 292, Small Cap, 6499
Sheela foam, SFL, INE916U01025, 1, 294, Small Cap, 6380
Grindwell norton, GRINDWELL, INE536A01023, 1, 296, Small Cap, 6318
Delta corp, DELTACORP, INE124G01033, 1, 300, Small Cap, 6199
Dish tv, DISHTV, INE836F01026, 1, 301, Small Cap, 6198
Security intelligence serv, SIS, INE285J01010, 1, 305, Small Cap, 6141
Asahi glass, ASAHIINDIA, INE439A01020, 1, 308, Small Cap, 5974
Basf, BASF, INE373A01013, 1, 309, Small Cap, 5938
Procter gamble health limite, PGHL, INE199A01012, 1, 310, Small Cap, 5931
Lemon tree hotels, LEMONTREE, INE970X01018, 1, 311, Small Cap, 5819
Westlife development, WESTLIFE, INE274F01020, 1, 312, Small Cap, 5817
Tata elxsi, TATAELXSI, INE670A01012, 1, 314, Small Cap, 5699
Coffee day enterprises, COFFEEDAY, INE335K01011, 1, 319, Small Cap, 5586
Vst industries, VSTIND, INE710A01016, 1, 324, Small Cap, 5193
Bharat dynamics, BDL, INE171Z01018, 1, 326, Small Cap, 5169
Godfrey phillips, GODFRYPHLP, INE260B01028, 1, 327, Small Cap, 5129
Arvind fashions, ARVINDFASN, INE955V01021, 1, 329, Small Cap, 5044
Avanti feeds, AVANTIFEED, INE871C01038, 1, 332, Small Cap, 5006
Johnson controls hitachi air c, JCHAC, INE782A01015, 1, 334, Small Cap, 4959
Astrazeneca pharma, ASTRAZEN, INE203A01020, 1, 339, Small Cap, 4807
Sobha, SOBHA, INE671H01015, 1, 347, Small Cap, 4604
Tata investment corporation lt, TATAINVEST, INE672A01018, 1, 348, Small Cap, 4572
Dewan housing finance corporat, DHFL, INE202B01012, 1, 354, Small Cap, 4387
Ceat, CEATLTD, INE482A01020, 1, 355, Small Cap, 4383
Narayana hrudayalaya, NH, INE410P01011, 1, 364, Small Cap, 4272
Multi commodity exchangein, MCX, INE745G01035, 1, 384, Small Cap, 3920
Heidelbergcement, HEIDELBERG, INE578A01017, 1, 385, Small Cap, 3915
Century plyboards, CENTURYPLY, INE348B01021, 1, 387, Small Cap, 3903
Essel propack, ESSELPACK, INE255A01020, 1, 393, Small Cap, 3784
Mahindra logistics, MAHLOG, INE766P01016, 1, 409, Small Cap, 3511
Cera sanitaryware, CERA, INE739E01017, 1, 412, Small Cap, 3497
Eid parry, EIDPARRY, INE126A01031, 1, 413, Small Cap, 3459
Ifb industries, IFBIND, INE559A01017, 1, 414, Small Cap, 3381
Pc jeweller, PCJEWELLER, INE785M01013, 1, 424, Small Cap, 3301
Kaveri seed company, KSCL, INE455I01029, 1, 436, Small Cap, 3134
Bse, BSE, INE118H01025, 1, 437, Small Cap, 3117
Brigade enterprises, BRIGADE, INE791I01019, 1, 439, Small Cap, 3103
Inox leisure, INOXLEISUR, INE312H01016, 1, 441, Small Cap, 3069
Rallis, RALLIS, INE613A01020, 1, 444, Small Cap, 3038
Balrampur chini mills, BALRAMCHIN, INE119A01028, 1, 446, Small Cap, 3009
Icra, ICRA, INE725G01011, 1, 453, Small Cap, 2958
Mahindra holidays resorts in, MHRIL, INE998I01010, 1, 455, Small Cap, 2950
Care ratings, CARERATING, INE752H01013, 1, 458, Small Cap, 2870
Jain irrigation systems, JISLJALEQS, INE175A01038, 1, 462, Small Cap, 2767
Thyrocare technologies, THYROCARE, INE594H01019, 1, 470, Small Cap, 2700
Allcargo logistics, ALLCARGO, INE418H01029, 1, 475, Small Cap, 2651
Entertainment network, ENIL, INE265F01028, 1, 490, Small Cap, 2463
Vrl logistics, VRLLOG, INE366I01010, 1, 493, Small Cap, 2446
Future supply chain solutions, FSC, INE935Q01015, 1, 494, Small Cap, 2441
Ksb, KSB, INE999A01015, 1, 498, Small Cap, 2408
Central depository services, CDSL, INE736A01011, 1, 501, Micro Cap, 2366
La opala rg, LAOPALA, INE059D01020, 1, 510, Micro Cap, 2274
Cox kings, COX&KINGS, INE008I01026, 1, 512, Micro Cap, 2266
Goodyear, GOODYEAR, INE533A01012, 1, 527, Micro Cap, 2124
Greenlam industries, GREENLAM, INE544R01013, 1, 535, Micro Cap, 2037
Jk tyre industries, JKTYRE, INE573A01042, 1, 536, Micro Cap, 2035
Nilkamal, NILKAMAL, INE310A01015, 1, 548, Micro Cap, 1954
Borosil glass works, BOROSIL, INE666D01022, 1, 554, Micro Cap, 1917
Greenply industries, GREENPLY, INE461C01038, 1, 561, Micro Cap, 1840
Puravankara, PURVA, INE323I01011, 1, 572, Micro Cap, 1769
Hsil, HSIL, INE415A01038, 1, 574, Micro Cap, 1757
Uflex, UFLEX, INE516A01017, 1, 583, Micro Cap, 1715
Novartis, NOVARTIND, INE234A01025, 1, 584, Micro Cap, 1709
Shipping corporation, SCI, INE109A01011, 1, 590, Micro Cap, 1695
Tvs srichakra, TVSSRICHAK, INE421C01016, 1, 592, Micro Cap, 1681
Tata coffee, TATACOFFEE, INE493A01027, 1, 595, Micro Cap, 1669
Wonderla holidays, WONDERLA, INE066O01014, 1, 599, Micro Cap, 1651
Somany ceramics, SOMANYCERA, INE355A01028, 1, 603, Micro Cap, 1628
Huhtamaki ppl, PAPERPROD, INE275B01026, 1, 609, Micro Cap, 1606
Sundaram finance holdings, SUNDARMHLD, INE202Z01029, 1, 660, Micro Cap, 1329
Vsttillers tractors, VSTTILLERS, INE764D01017, 1, 688, Micro Cap, 1186
Eveready industries, EVEREADY, INE128A01029, 1, 694, Micro Cap, 1160
Zee learn, ZEELEARN, INE565L01011, 1, 763, Nano Cap, 915
Mcleod russel, MCLEODRUSS, INE942G01012, 1, 818, Nano Cap, 782
Asian granito, ASIANTILES, INE022I01019, 1, 902, Nano Cap, 609
Summary, -, -, 302, large 31 %, mid 29 %, small 30 %
Ideal, -, -, 100, large 65-70 %, mid 20 %, small 10-15 %
