amfi_rank,amfi_cname,amfi_isin,amfi_ticker,amfi_mcap,amfi_captype
416,Irb infrastructure developers,INE821I01014,IRB,2744,Small Cap
417,Ccl products,INE421D01022,CCL,2742,Small Cap
418,Network 18 media investments,INE870H01013,NETWORK18,2740,Small Cap
419,Alok industries,INE270A01029,ALOKINDS,2713,Small Cap
420,Ge t&d,INE200A01026,GET&D,2701,Small Cap
421,Tci express,INE586V01016,TCIEXP,2701,Small Cap
422,Sonata software,INE269A01021,SONATSOFTW,2687,Small Cap
423,Techno electric engineering company,INE285K01026,TECHNOE,2636,Small Cap
424,Sobha,INE671H01015,SOBHA,2610,Small Cap
425,Csb bank,INE679A01013,CSBBANK,2599,Small Cap
426,Central depository services,INE736A01011,CDSL,2586,Small Cap
427,Firstsource solutions,INE684F01012,FSL,2585,Small Cap
428,Raymond,INE301A01014,RAYMOND,2578,Small Cap
429,Tasty bite eatables,INE488B01017,TASTYBITE,2569,Small Cap
430,Indostar capital finance,INE896L01010,INDOSTAR,2561,Small Cap
431,Icra,INE725G01011,ICRA,2553,Small Cap
432,Federal mogul goetze,INE529A01010,FMGOETZE,2537,Small Cap
433,Bajaj consumer care,INE933K01021,BAJAJCON,2518,Small Cap
434,Triveni turbine,INE152M01016,TRITURBINE,2503,Small Cap
435,Gujarat alkalis chemicals,INE186A01019,GUJALKALI,2482,Small Cap
436,Mmtc,INE123F01029,MMTC,2478,Small Cap
437,Equitas holdings,INE988K01017,EQUITAS,2465,Small Cap
438,Prism johnson,INE010A01011,PRSMJOHNSN,2443,Small Cap
439,Mahindra holidays resorts,INE998I01010,MHRIL,2437,Small Cap
440,Tata steel bsl,INE824B01021,TATASTLBSL,2415,Small Cap
441,Den networks,INE947J01015,DEN,2402,Small Cap
442,Gujarat narmada valley fertco,INE113A01013,GNFC,2391,Small Cap
443,Shoppers stop,INE498B01024,SHOPERSTOP,2380,Small Cap
444,Greaves cotton,INE224A01026,GREAVESCOT,2376,Small Cap
445,Caplin point laboratories,INE475E01026,CAPLIPOINT,2358,Small Cap
446,Poly medicure,INE205C01021,POLYMED,2343,Small Cap
447,Dhanuka agritech,INE435G01025,DHANUKA,2310,Small Cap
448,Rashtriya chemicals fertilizers,INE027A01015,RCF,2298,Small Cap
449,Mahindra logistics,INE766P01016,MAHLOG,2297,Small Cap
450,Hawkins cooker,INE979B01015,HAWKINCOOK,2289,Small Cap
451,Shipping corporation,INE109A01011,SCI,2281,Small Cap
452,Gujarat state fertilizers chem,INE026A01025,GSFC,2264,Small Cap
453,Responsive industries,INE688D01026,RESPONIND,2255,Small Cap
454,Nirlon,INE910A01012,NIRLON,2251,Small Cap
455,Orient refractories,INE743M01012,ORIENTREF,2201,Small Cap
456,Jsw holdings,INE824G01012,JSWHL,2189,Small Cap
457,Suprajit engineering,INE399C01030,SUPRAJIT,2165,Small Cap
458,Surabhi chemicals investments,INE401F01037,SURCHIN,2150,Small Cap
459,Jindal saw,INE324A01024,JINDALSAW,2148,Small Cap
460,Allcargo logistics,INE418H01029,ALLCARGO,2135,Small Cap
461,Himadri speciality chemical,INE019C01026,HSCL,2129,Small Cap
462,Isgec heavy engineering,INE858B01029,ISGEC,2128,Small Cap
463,Birlasoft,INE836A01035,BSOFT,2115,Small Cap
464,Ashoka buildcon,INE442H01029,ASHOKA,2102,Small Cap
465,Ncc,INE868B01028,NCC,2089,Small Cap
466,Citurgia biochemicals,INE795B01031,CITURGIA,2089,Small Cap
467,Esab,INE284A01012,ESABINDIA,2011,Small Cap
468,Indoco remedies,INE873D01024,INDOCO,2011,Small Cap
469,Sequent scientific,INE807F01027,SEQUENT,2010,Small Cap
470,Ingersoll rand,INE177A01018,INGERRAND,2010,Small Cap
471,Vesuvius,INE386A01015,VESUVIUS,1986,Small Cap
472,Schneider electric infrastructure,INE839M01018,SCHNEIDER,1972,Small Cap
473,Ksb,INE999A01015,KSB,1968,Small Cap
475,Max,INE153U01017,MAXINDIA,1947,Small Cap
476,Bse,INE118H01025,BSE,1939,Small Cap
477,Fairchem speciality,INE959A01019,FAIRCHEM,1936,Small Cap
478,Elantas beck,INE280B01018,ELANTAS,1934,Small Cap
479,La opala rg,INE059D01020,LAOPALA,1923,Small Cap
480,Garden reach shipbuilders engineers,INE382Z01011,GRSE,1909,Small Cap
481,Maharashtra seamless,INE271B01025,MAHSEAMLES,1878,Small Cap
482,Goodyear,INE533A01012,GOODYEAR,1871,Small Cap
483,Jk paper,INE789E01012,JKPAPER,1871,Small Cap
484,Eclerx services,INE738I01010,ECLERX,1858,Small Cap
485,Kpit technologies,INE04I401011,KPITTECH,1857,Small Cap
486,Kennametal limtied,INE717A01029,KENNAMET,1844,Small Cap
487,Ifb industries,INE559A01017,IFBIND,1843,Small Cap
488,India tourism development corporati,INE353K01014,ITDC,1834,Small Cap
489,Minda corporation,INE842C01021,MINDACORP,1832,Small Cap
490,Greenlam industries,INE544R01013,GREENLAM,1803,Small Cap
491,Vrl logistics,INE366I01010,VRLLOG,1801,Small Cap
492,Nilkamal,INE310A01015,NILKAMAL,1789,Small Cap
493,Balmer lawrie co,INE164A01016,BALMLAWRIE,1781,Small Cap
494,Navneet education,INE060A01024,NAVNETEDUL,1775,Small Cap
495,Advanced enzyme technologies,INE837H01020,ADVENZYMES,1727,Small Cap
496,Venkys,INE398A01010,VENKEYS,1723,Small Cap
497,Kirloskar oil engines,INE146L01010,KIRLOSENG,1714,Small Cap
498,Sharda cropchem,INE221J01015,SHARDACROP,1702,Small Cap
499,Huhtamaki ppl,INE275B01026,PAPERPROD,1701,Small Cap
500,Dbcorp,INE950I01011,DBCORP,1694,Small Cap
501,Aarti drugs,INE767A01016,AARTIDRUGS,1686,Small Cap
502,Hfcl,INE548A01028,HFCL,1684,Small Cap
503,Jindal stainless,INE220G01021,JSL,1679,Small Cap
504,Phillips carbon black,INE602A01023,PHILIPCARB,1673,Small Cap
505,Arvind fashions,INE955V01021,ARVINDFASN,1612,Small Cap
506,Valiant organics,INE565V01010,VALIANTORG,1611,Small Cap
507,Karnataka bank,INE614B01018,KTKBANK,1610,Small Cap
508,Ahluwalia contracts,INE758C01029,AHLUCONT,1608,Small Cap
509,Jtekt,INE643A01035,JTEKTINDIA,1572,Small Cap
510,Forbes company,INE518A01013,FORBESCO,1569,Small Cap
511,Transport corporation,INE688A01022,TCI,1564,Small Cap
512,Supreme petrochem,INE663A01017,SUPPETRO,1532,Small Cap
513,Iol chemicals pharmaceuticals,INE485C01011,IOLCP,1522,Small Cap
514,Bengal assam company,INE083K01017,BENGALASM,1520,Small Cap
515,Psp projects,INE488V01015,PSPPROJECT,1509,Small Cap
516,Tata coffee,INE493A01027,TATACOFFEE,1501,Small Cap
517,Gujarat ambuja exports,INE036B01022,GAEL,1494,Small Cap
518,Jagran prakashan,INE199G01027,JAGRAN,1489,Small Cap
519,Prataap snacks,INE393P01035,DIAMONDYD,1487,Small Cap
520,Gujarat mineral development corpora,INE131A01031,GMDCLTD,1485,Small Cap
521,Jk tyre industries,INE573A01042,JKTYRE,1480,Small Cap
522,Suzlon energy,INE040H01021,SUZLON,1479,Small Cap
523,Nocil,INE163A01018,NOCIL,1477,Small Cap
524,Polyplex corporation,INE633B01018,POLYPLEX,1469,Small Cap
525,Dish tv,INE836F01026,DISHTV,1462,Small Cap
526,Novartis,INE234A01025,NOVARTIND,1461,Small Cap
527,Praj industries,INE074A01025,PRAJIND,1451,Small Cap
528,Thomas cook,INE332A01027,THOMASCOOK,1450,Small Cap
529,Jai corp,INE070D01027,JAICORPLTD,1449,Small Cap
530,Accelya solutions,INE793A01012,ACCELYA,1443,Small Cap
531,Mahindra lifespace developers,INE813A01018,MAHLIFE,1430,Small Cap
532,Tata metaliks,INE056C01010,TATAMETALI,1429,Small Cap
533,Kolte patil developers,INE094I01018,KOLTEPATIL,1414,Small Cap
534,Swaraj engines,INE277A01016,SWARAJENG,1401,Small Cap
535,South n bank,INE683A01023,SOUTHBANK,1396,Small Cap
536,Hikal,INE475B01022,HIKAL,1392,Small Cap
537,Greenply industries,INE461C01038,GREENPLY,1389,Small Cap
538,Prince pipes fittings,INE689W01016,PRINCEPIPE,1389,Small Cap
539,Tide water oil,INE484C01022,TIDEWATER,1387,Small Cap
540,Tata steel long products,INE674A01014,TATASTLLP,1386,Small Cap
541,Intellect design arena,INE306R01017,INTELLECT,1386,Small Cap
542,Fertilizers chemicals travancore,INE188A01015,FACT,1377,Small Cap
543,Uflex,INE516A01017,UFLEX,1377,Small Cap
544,Rupa company,INE895B01021,RUPA,1370,Small Cap
545,Agro tech foods,INE209A01019,ATFL,1364,Small Cap
546,Solara active pharma sciences,INE624Z01016,SOLARA,1364,Small Cap
547,Alembic,INE426A01027,ALEMBICLTD,1363,Small Cap
548,Care ratings,INE752H01013,CARERATING,1362,Small Cap
549,Jindal stainless,INE455T01018,JSLHISAR,1362,Small Cap
550,Triveni engineering industries,INE256C01024,TRIVENI,1362,Small Cap
551,Bannari amman sugars,INE459A01010,BANARISUG,1356,Small Cap
552,Ghcl,INE539A01019,GHCL,1355,Small Cap
553,Bombay dyeing mfg co,INE032A01023,BOMDYEING,1354,Small Cap
554,Heritage foods,INE978A01027,HERITGFOOD,1353,Small Cap
555,Hg infra engineering,INE926X01010,HGINFRA,1350,Small Cap
556,Ptc,INE877F01012,PTC,1340,Small Cap
557,Ramco industries,INE614A01028,RAMCOIND,1336,Small Cap
558,Shriram pistons rings,INE526E01018,SHRIPISTON,1317,Small Cap
559,Hinduja global solutions,INE170I01016,HGS,1315,Small Cap
560,Dishman carbogen amcis,INE385W01011,DCAL,1312,Small Cap
561,Iifl securities,INE489L01022,IIFLSEC,1307,Small Cap
562,Subros,INE287B01021,SUBROS,1305,Small Cap
563,Apar industries,INE372A01015,APARINDS,1304,Small Cap
564,Maithan alloys,INE683C01011,MAITHANALL,1303,Small Cap
565,Meghmani organics,INE974H01013,MEGH,1301,Small Cap
566,Force motors,INE451A01017,FORCEMOT,1300,Small Cap
567,Jamna auto industries,INE039C01032,JAMNAAUTO,1300,Small Cap
568,Chennai petroleum corporation,INE178A01016,CHENNPETRO,1298,Small Cap
569,Gabriel,INE524A01029,GABRIEL,1289,Small Cap
570,Niit,INE161A01038,NIITLTD,1283,Small Cap
571,Orient cement,INE876N01018,ORIENTCEM,1275,Small Cap
572,Ls industries,INE345D01031,LSIND,1273,Small Cap
573,Balaji amines,INE050E01027,BALAMINES,1254,Small Cap
574,Repco home finance,INE612J01015,REPCOHOME,1251,Small Cap
575,Shree renuka sugars,INE087H01022,RENUKA,1248,Small Cap
576,National fertilizers,INE870D01012,NFL,1225,Small Cap
577,Tvtoday network,INE038F01029,TVTODAY,1222,Small Cap
578,Sandhar technologies,INE278H01035,SANDHAR,1219,Small Cap
579,S h kelkar company,INE500L01026,SHK,1202,Small Cap
580,Kelvin fincap,INE232N01022,KELVINFIN,1200,Small Cap
581,Amrutanjan health care,INE098F01031,AMRUTANJAN,1196,Small Cap
582,Bliss gvs pharma,INE416D01022,BLISSGVS,1177,Small Cap
583,Sadbhav engineering,INE226H01026,SADBHAV,1165,Small Cap
584,Dfm foods,INE456C01020,DFMFOODS,1165,Small Cap
585,Wheels,INE715A01015,WHEELS,1162,Small Cap
586,West coast paper mills,INE976A01021,WSTCSTPAPR,1161,Small Cap
587,Pilani investment industries corporation,INE417C01014,PILANIINVS,1158,Small Cap
588,Ineos styrolution,INE189B01011,INEOSSTYRO,1155,Small Cap
589,Tinplate company,INE422C01014,TINPLATE,1151,Small Cap
590,Newgen software technologies,INE619B01017,NEWGEN,1146,Small Cap
591,Kiri industries,INE415I01015,KIRIINDUS,1143,Small Cap
592,Asian star co,INE194D01017,ASTAR,1138,Small Cap
593,Jindal poly films,INE197D01010,JINDALPOLY,1127,Small Cap
594,Gateway distriparks,INE852F01015,GDL,1124,Small Cap
595,Ion exchange,INE570A01014,IONEXCHANG,1120,Small Cap
596,Punjab sind bank,INE608A01012,PSB,1109,Small Cap
597,Puravankara,INE323I01011,PURVA,1108,Small Cap
598,Gfl,INE538A01037,GFLLIMITED,1108,Small Cap
599,Future supply chain solutions,INE935Q01015,FSC,1107,Small Cap
600,Voltamp transformers,INE540H01012,VOLTAMP,1102,Small Cap
601,Hester biosciences,INE782E01017,HESTERBIO,1098,Small Cap
602,Jammu kashmir bank,INE168A01041,J&KBANK,1092,Small Cap
603,Hindustan foods,INE254N01018,HNDFDS,1079,Small Cap
604,Lumax industries,INE162B01018,LUMAXIND,1076,Small Cap
605,Safari industries,INE429E01023,SAFARI,1069,Small Cap
606,Apollo tricoat tubes,INE919P01029,APOLLOTRI,1063,Small Cap
607,Bf investment,INE878K01010,BFINVEST,1049,Small Cap
608,Hindustan construction co,INE549A01026,HCC,1044,Small Cap
609,Kewal kiran clothing,INE401H01017,KKCL,1041,Small Cap
610,Take solutions,INE142I01023,TAKE,1039,Small Cap
611,Tvs srichakra,INE421C01016,TVSSRICHAK,1036,Small Cap
612,Premier capital services,INE946K01023,PREMCAP,1035,Small Cap
613,Savita oil technologies,INE035D01012,SOTL,1032,Small Cap
614,R systems international,INE411H01032,RSYSTEMS,1030,Small Cap
615,Jmc projects,INE890A01024,JMCPROJECT,1024,Small Cap
616,Astec lifesciences,INE563J01010,ASTEC,1019,Small Cap
617,Honda siel power products,INE634A01018,HONDAPOWER,1017,Small Cap
618,National peroxide,INE585A01020,NATPEROX,1015,Small Cap
619,Unichem laboratories,INE351A01035,UNICHEMLAB,1008,Small Cap
620,Prime focus,INE367G01038,PFOCUS,1003,Small Cap
621,Gocl corporation,INE077F01035,GOCLCORP,998,Small Cap
622,Wonderla holidays,INE066O01014,WONDERLA,996,Small Cap
623,Neogen chemicals,INE136S01016,NEOGEN,989,Small Cap
624,Paisalo digital,INE420C01042,PAISALO,973,Small Cap
625,Vishal fabrics,INE755Q01025,VISHAL,973,Small Cap
626,Gujarat industries power co,INE162A01010,GIPCL,970,Small Cap
627,Tanla solutions,INE483C01032,TANLA,961,Small Cap
628,Welspun enterprises,INE625G01013,WELENT,960,Small Cap
629,Kirloskar brothers,INE732A01036,KIRLOSBROS,952,Small Cap
630,Grauer weil,INE266D01021,GRAUWEIL,951,Small Cap
631,Majesco,INE898S01029,MAJESCO,951,Small Cap
632,Dhampur sugar mills,INE041A01016,DHAMPURSUG,949,Small Cap
633,Nava bharat ventures,INE725A01022,NBVENTURES,944,Small Cap
634,Ifci,INE039A01010,IFCI,939,Small Cap
635,Seamec,INE497B01018,SEAMECLTD,935,Small Cap
636,Orissa minerals development company,INE725E01024,ORISSAMINE,933,Small Cap
638,Vsttillers tractors,INE764D01017,VSTTILLERS,927,Small Cap
639,Ugro capital,INE583D01011,UGROCAP,926,Small Cap
640,Time technoplast,INE508G01029,TIMETECHNO,926,Small Cap
641,Automotive axles,INE449A01011,AUTOAXLES,909,Small Cap
642,Taj gvk hotels resorts,INE586B01026,TAJGVK,906,Small Cap
643,Tamil nadu newsprint papers,INE107A01015,TNPL,903,Small Cap
644,Healthcare global enterprises,INE075I01017,HCG,900,Small Cap
645,Magma fincorp,INE511C01022,MAGMA,895,Small Cap
647,Seshasayee paper boards,INE630A01024,SESHAPAPER,894,Small Cap
648,Insecticides,INE070I01018,INSECTICID,892,Small Cap
649,Andhra paper,INE435A01028,ANDHRAPAP,889,Small Cap
650,Jindal worldwide,INE247D01039,JINDWORLD,881,Small Cap
651,Excell industries,INE369A01029,EXCELINDUS,877,Small Cap
652,Deepak fertilizers &petrochemicals,INE501A01019,DEEPAKFERT,873,Small Cap
653,Hindustan oil exploration co,INE345A01011,HINDOILEXP,870,Small Cap
654,Exdon trading co,INE204I01013,ZEXDONTR,866,Small Cap
655,Jbm auto,INE927D01028,JBMA,865,Small Cap
656,Indian hume pipe co,INE323C01030,INDIANHUME,865,Small Cap
657,Panacea biotec,INE922B01023,PANACEABIO,865,Small Cap
658,Transpek industry,INE687A01016,TRANSPEK,863,Small Cap
659,Matrimonycom,INE866R01028,MATRIMONY,862,Small Cap
660,Sagar cements,INE229C01013,SAGCEM,860,Small Cap
661,Mayur uniquoters,INE040D01038,MAYURUNIQ,856,Small Cap
662,Capacite infraprojects,INE264T01014,CAPACITE,856,Small Cap
663,Bf utilities,INE243D01012,BFUTILITIE,854,Small Cap
664,Entertainment network,INE265F01028,ENIL,852,Small Cap
665,Kirloskar ferrous industries,INE884B01025,KIRLFER,851,Small Cap
666,Mstc,INE255X01014,MSTCLTD,848,Small Cap
667,Marksans pharma,INE750C01026,MARKSANS,847,Small Cap
668,India glycols,INE560A01015,INDIAGLYCO,845,Small Cap
669,Apex frozen foods,INE346W01013,APEX,844,Small Cap
670,Arvind,INE034A01011,ARVIND,840,Small Cap
671,Religare enterprises,INE621H01010,RELIGARE,840,Small Cap
672,Steel strips wheels,INE802C01017,SSWL,839,Small Cap
673,Sadbhav infrastructure project,INE764L01010,SADBHIN,838,Small Cap
674,Parag milk foods,INE883N01014,PARAGMILK,836,Small Cap
675,Igarashi motors,INE188B01013,IGARASHI,834,Small Cap
676,Jaiprakash power ventures,INE351F01018,JPPOWER,830,Small Cap
677,Capital finance,INE345H01016,CIFL,828,Small Cap
678,Olectra greentech,INE260D01016,OLECTRA,828,Small Cap
679,Vindhya telelinks,INE707A01012,VINDHYATEL,827,Small Cap
680,Future enterprises,INE623B01027,FEL,822,Small Cap
681,Hle glascoat,INE461D01010,HLEGLAS,821,Small Cap
682,Shalby,INE597J01018,SHALBY,818,Small Cap
683,J kumar infraprojects,INE576I01022,JKIL,818,Small Cap
684,Lt foods,INE818H01020,DAAWAT,814,Small Cap
685,Dolat investments,INE966A01022,DOLAT,814,Small Cap
686,Sundaram finance holdings,INE202Z01029,SUNDARMHLD,813,Small Cap
687,Satia industries,INE170E01023,SATIA,811,Small Cap
688,Borosil renewables,INE666D01022,BORORENEW,808,Small Cap
689,Kalyani steels,INE907A01026,KSL,806,Small Cap
690,Va tech wabag,INE956G01038,WABAG,804,Small Cap
691,Himatsingka seide,INE049A01027,HIMATSEIDE,804,Small Cap
692,Agc networks,INE676A01019,AGCNET,799,Small Cap
693,Mastek,INE759A01021,MASTEK,795,Small Cap
694,Clariant chemicals,INE492A01029,CLNINDIA,794,Small Cap
695,Ramkrishna forgings,INE399G01015,RKFORGE,794,Small Cap
696,Siyaram silk mills,INE076B01028,SIYSIL,793,Small Cap
697,Itd cementation,INE686A01026,ITDCEM,793,Small Cap
698,Balmer lawrie investments,INE525F01017,BLIL,792,Small Cap
699,Indo count industries,INE483B01026,ICIL,791,Small Cap
700,Pds multinational fashions,INE111Q01013,PDSMFL,790,Small Cap
701,Srikalahasthi pipes,INE943C01027,SRIPIPES,785,Small Cap
702,Oriental carbon chemicals,INE321D01016,OCCL,777,Small Cap
703,Shankara building products,INE274V01019,SHANKARA,775,Small Cap
704,Rattan power,INE399K01017,RTNPOWER,774,Small Cap
705,Kirloskar pneumatic co,INE811A01020,KIRLPNU,769,Small Cap
706,Somany home innovation,INE05AN01011,SHIL,768,Small Cap
707,Jaybharat textiles real estate,INE091E01039,JAYTEX,765,Small Cap
708,Hil,INE557A01011,HIL,762,Small Cap
709,Dollar industries,INE325C01035,DOLLAR,756,Small Cap
710,Nrb bearings,INE349A01021,NRBBEARING,754,Small Cap
711,Dpsc,INE360C01024,DPSCLTD,750,Small Cap
712,Fermenta biotech,INE225B01021,FERMENTA,750,Small Cap
713,Eih associated hotels,INE276C01014,EIHAHOTELS,749,Small Cap
714,Cigniti technologies,INE675C01017,CIGNITITEC,748,Small Cap
715,Lgbalkrishnan bros,INE337A01034,LGBBROSLTD,744,Small Cap
716,Kitex garmenets,INE602G01020,KITEX,743,Small Cap
717,Foseco,INE519A01011,FOSECOIND,743,Small Cap
718,Kovai medical center hospital,INE177F01017,KOVAI,743,Small Cap
719,Ashiana housing,INE365D01021,ASHIANA,741,Small Cap
720,Power mech projects,INE211R01019,POWERMECH,740,Small Cap
721,Rane holdings,INE384A01010,RANEHOLDIN,738,Small Cap
722,Nucleus software exports,INE096B01018,NUCLEUS,737,Small Cap
723,Texmaco rail engineering,INE621L01012,TEXRAIL,735,Small Cap
724,Sasken technologies,INE231F01020,SASKEN,733,Small Cap
725,Anant raj,INE242C01024,ANANTRAJ,730,Small Cap
726,Ptc financial services,INE560K01014,PFS,729,Small Cap
727,Bodal chemicals,INE338D01028,BODALCHEM,724,Small Cap
728,Hmt,INE262A01018,HMT,721,Small Cap
729,Morepen laboratories,INE083A01026,MOREPENLAB,712,Small Cap
730,Dredging corporation,INE506A01018,DREDGECORP,711,Small Cap
731,Quick heal technologies,INE306L01010,QUICKHEAL,710,Small Cap
732,Pine animation,INE452N01026,PINEANIM,709,Small Cap
733,Gm breweries,INE075D01018,GMBREW,706,Small Cap
734,Nxtdigital,INE353A01023,NXTDIGITAL,704,Small Cap
735,Filatex,INE816B01027,FILATEX,703,Small Cap
736,Paushak,INE111F01016,PAUSHAKLTD,698,Small Cap
737,Dalmia bharat sugar industries,INE495A01022,DALMIASUG,698,Small Cap
738,Prabhat dairy,INE302M01033,PRABHAT,690,Small Cap
739,Inox wind,INE066P01011,INOXWIND,688,Small Cap
740,Bhansali engineering polymers,INE922A01025,BEPL,687,Small Cap
741,The andhra sugars,INE715B01013,ANDHRSUGAR,683,Small Cap
743,Astra microwave products,INE386C01029,ASTRAMICRO,675,Small Cap
744,Sanghi industries,INE999B01013,SANGHIIND,674,Small Cap
745,Camlin fine sciences,INE052I01032,CAMLINFINE,674,Small Cap
746,Muthoot capital services,INE296G01013,MUTHOOTCAP,668,Small Cap
747,Action construction equipments,INE731H01025,ACE,668,Small Cap
748,India nippon electricals,INE092B01025,INDNIPPON,666,Small Cap
749,Kcp,INE805C01028,KCP,666,Small Cap
750,Satin creditcare network,INE836B01017,SATIN,664,Small Cap
751,Shanthi gears,INE631A01022,SHANTIGEAR,664,Small Cap
752,Gallantt ispat,INE528K01029,GALLISPAT,664,Small Cap
753,Mmforgings,INE227C01017,MMFL,662,Small Cap
754,Surya roshni,INE335A01012,SURYAROSNI,659,Small Cap
755,Suven life sciences,INE495B01038,SUVEN,658,Small Cap
756,Gtpl hathway,INE869I01013,GTPL,655,Small Cap
757,Centrum capital,INE660C01027,CENTRUM,654,Small Cap
758,India motor parts accessories,INE547E01014,IMPAL,649,Small Cap
759,Grandeur products,INE545R01010,GPL,646,Small Cap
760,Technocraft industries,INE545H01011,TIIL,643,Small Cap
761,Elpro international,INE579B01039,ELPROINTL,640,Small Cap
762,Sirca paints,INE792Z01011,SIRCA,640,Small Cap
763,Spencers retail,INE020801028,SPENCERS,639,Small Cap
764,Sml isuzu,INE294B01019,SMLISUZU,637,Small Cap
765,Somany ceramics,INE355A01028,SOMANYCERA,632,Small Cap
766,Ttk healthcare,INE910C01018,TTKHLTCARE,627,Small Cap
767,Prakash industries,INE603A01013,PRAKASH,625,Small Cap
768,Orissa sponge iron steel,INE228D01013,ORISSASP,625,Small Cap
769,Sterling tools,INE334A01023,STERTOOLS,623,Small Cap
770,Sarda energy minerals,INE385C01013,SARDAEN,622,Small Cap
771,Effingo textile trading,INE907N01029,EFFTXT,620,Small Cap
772,Pc jeweller,INE785M01013,PCJEWELLER,618,Small Cap
773,Indiabulls integrated services,INE126M01010,IBULISL,617,Small Cap
774,Kokuyo camlin,INE760A01029,KOKUYOCMLN,615,Small Cap
775,Monnet ispat energy,INE743C01021,AIONJSW,614,Small Cap
776,Apcotex industries,INE116A01032,APCOTEXIND,610,Small Cap
777,Kingfa science technology,INE473D01015,KINGFA,607,Small Cap
778,Gati,INE152B01027,GATI,604,Small Cap
779,Music broadcast,INE919I01024,RADIOCITY,602,Small Cap
780,Hindustan photo films mfg co,NA          ,HINPHOT,602,Small Cap
781,Mold tek packaging,INE893J01029,MOLDTKPAC,602,Small Cap
782,Sunflag iron steel co,INE947A01014,SUNFLAG,600,Small Cap
783,Confidence petroleum,INE552D01024,CONFIPET,596,Small Cap
784,Bajaj hindusthan sugar,INE306A01021,BAJAJHIND,594,Small Cap
785,Usha martin,INE228A01035,USHAMART,593,Small Cap
786,Saregama,INE979A01017,SAREGAMA,592,Small Cap
787,Kalyani investment company,INE029L01018,KICL,587,Small Cap
788,Snowman logistics,INE734N01019,SNOWMAN,583,Small Cap
789,Banco products,INE213C01025,BANCOINDIA,582,Small Cap
790,Reliance power,INE614G01033,RPOWER,580,Small Cap
791,Max ventures industries,INE154U01015,MAXVIL,577,Small Cap
792,Oriental aromatics,INE959C01023,OAL,573,Small Cap
793,Mangalam cement,INE347A01017,MANGLMCEM,573,Small Cap
794,Mirza international,INE771A01026,MIRZAINT,572,Small Cap
795,Lumax auto technologies,INE872H01027,LUMAXTECH,570,Small Cap
796,Geojit financial services,INE007B01023,GEOJITFSL,569,Small Cap
797,Disa,INE131C01011,DISAQ,567,Small Cap
798,Patel engineering,INE244B01030,PATELENG,566,Small Cap
799,Cesc ventures,INE425Y01011,CESCVENT,565,Small Cap
800,Asian granito,INE022I01019,ASIANTILES,564,Small Cap
801,Godawari power ispat,INE177H01013,GPIL,562,Small Cap
802,Black rose industries,INE761G01016,BLACKROSE,561,Small Cap
803,Man infraconstruction,INE949H01023,MANINFRA,555,Small Cap
804,Andrew yule company,INE449C01025,ANDREWYU,555,Small Cap
805,Maa jagdambe tradelinks,INE403N01029,MAAJTL,552,Small Cap
806,Nath biogene,INE448G01010,NATHBIOGEN,552,Small Cap
807,Repro,INE461B01014,REPRO,550,Small Cap
808,Kirloskar industries,INE250A01039,KIRLOSIND,550,Small Cap
809,Kavit industries,INE313M01014,KAVITIND,548,Small Cap
810,Thirumalai chemicals,INE338A01024,TIRUMALCHM,546,Small Cap
811,Balaji telefilms,INE794B01026,BALAJITELE,545,Small Cap
812,Mps,INE943D01017,MPSLTD,545,Small Cap
813,Punjab chemicals crop protection,INE277B01014,PUNJABCHEM,544,Small Cap
814,Renaissance global,INE722H01016,RGL,540,Small Cap
815,Mahanagar telephone nigam,INE153A01019,MTNL,539,Small Cap
816,Gayatri projects,INE336H01023,GAYAPROJ,538,Small Cap
817,Finkurve financial services,INE734I01027,FINKURVE,536,Small Cap
818,Genus power infrastructures,INE955D01029,GENUSPOWER,535,Small Cap
820,Tata teleservices,INE517B01013,TTML,529,Small Cap
821,Electrosteel castings,INE086A01029,ELECTCAST,529,Small Cap
822,Cosmo films,INE757A01017,COSMOFILMS,523,Small Cap
823,The investment trust,INE924D01017,THEINVEST,522,Small Cap
824,Sandur manganese iron ores,INE149K01016,SANDUMA,522,Small Cap
825,Reliance infrastructure,INE036A01016,RELINFRA,521,Small Cap
826,Gvk power infrastructure,INE251H01024,GVKPIL,520,Small Cap
827,Gic housing finance,INE289B01019,GICHSGFIN,520,Small Cap
828,Hbl power systems,INE292B01021,HBLPOWER,519,Small Cap
829,Coffee day enterprises,INE335K01011,COFFEEDAY,518,Small Cap
830,Avt natural products,INE488D01021,AVTNPL,515,Small Cap
831,Jump networks,INE974C01022,JUMPNET,513,Small Cap
832,Pnb gilts,INE859A01011,PNBGILTS,509,Small Cap
833,Lakshmi vilas bank,INE694C01018,LAKSHVILAS,508,Small Cap
834,Yuken,INE384C01016,YUKEN,507,Small Cap
835,Adf foods,INE982B01019,ADFFOODS,507,Small Cap
836,Ganesha ecosphere,INE845D01014,GANECOS,504,Small Cap
837,Xchanging solutions,INE692G01013,XCHANGING,502,Small Cap
838,Emami paper mills,INE830C01026,EMAMIPAP,501,Small Cap
839,Kesoram industries,INE087A01019,KESORAMIND,498,Small Cap
840,Bls international services,INE153T01027,BLS,497,Small Cap
841,Atlas jewellery,INE022N01019,AJIL,496,Small Cap
842,Zee learn,INE565L01011,ZEELEARN,496,Small Cap
843,Tejas networks,INE010J01012,TEJASNET,495,Small Cap
